value_path
143.5701693916049
143.45122450407345
143.46392856506307
143.49666239334186
143.50095233096926
143.46657325411968
143.5555246371726
143.43002488299788
143.42120299624827
143.49720558098164
143.5030452667848
143.60233029144382
143.65750075381632
143.64428555470948
143.62809672691293
143.67259570549618
143.66348988991822
143.64706843013005
143.57688062302267
143.62295664338203
143.62149273081573
143.6028776909886
143.59987155949486
143.5189489979711
143.53943263643015
143.5420880716184
143.53187037190833
143.52725177046335
143.53611984072472
143.5438300592894
143.54355861630015
143.6113517158173
143.61399849461063
143.61372422683374
143.62778821433835
143.5830320972766
143.61918722951216
143.61473387177028
143.5503481652437
143.61791321004225
143.62172417009748
143.56195690022807
143.5787332926905
143.5511044359381
143.5116990968198
143.51655698821952
143.53020464216232
143.52459677255035
143.511189227716
143.53132574269776
143.57394938841898
143.58523040023437
143.5841858068905
143.5862721166428
143.58517961039104
143.56190036815264
143.56216044382856
143.5848033069739
143.58014368340505
143.5638441730003
143.51790316429745
143.57660990553492
143.5151443550481
143.55487017517186
143.55607369917283
143.58027734184904
143.5796462759973
143.57954815596497
143.52407904001518
143.58008594127128
143.5520644626212
143.55047230127914
143.51953091495704
143.51066724563336
143.55274114113487
143.54895666010395
143.57457764479653
143.51957063912494
143.51956324797302
143.55100325404365
143.54822567190794
143.5432497880954
143.54186035598025
143.54085788790908
143.5408801806178
143.60891479655422
143.5413921235107
143.44166016143637
143.608954704737
143.60964107637608
143.58638626826044
143.58407278517961
143.6119114910551
143.61417372617052
143.44407718868746
143.61035306719808
143.58145813366534
143.5790880059702
143.54879360826462
143.5821464974526
