value_path_3s
615.5308063674368
615.4391992401619
615.5035092343645
615.4598013512156
615.5260722148939
615.5152029602149
615.4645814126849
615.4228090364713
615.4637593021816
615.4208946644824
615.4213381497326
615.5297047057678
615.4692871468847
615.5239840256443
615.5325360898785
615.5278619045788
615.5294466268007
615.4842324185363
615.4830206892417
615.5295506733397
615.4890704070386
615.4935701927786
615.4941022590378
615.4887220007962
615.4902395850746
615.4916565638238
615.514428533909
615.4576651370982
615.4481685983625
615.4457035007464
615.4507002197771
615.5029058846827
615.5012937334543
615.4782145200519
615.4907788561075
615.5295404726749
615.4820425269352
615.4860827238763
615.5258615455687
615.4846074634229
615.4798906269863
615.4840303100497
615.4855580754937
615.52007746686
615.5284398199329
615.5310651831842
615.5280405545411
615.5260201401993
615.5263300659991
615.5432906903472
615.5361008107277
615.5321800972018
615.5318716488721
615.5325841837912
615.5333576623987
615.5320473431751
615.5352003703939
615.5316392890014
615.5372855350341
615.5368465253196
615.5346098535656
615.5239673738257
615.5316550400663
615.5308705411014
615.5263289775617
615.5255360667435
615.5288211490908
615.5266044753791
615.5257339234406
615.5350783652167
615.5264264776603
615.5298255834632
615.5270855359182
615.5298973649234
615.5253752157594
615.5268831819616
615.5309987381391
615.5287427428694
615.5266126984712
615.5341617928914
615.5299983939257
615.5388787504182
615.5335459918806
615.532168260094
615.5302513704539
615.5297361668383
615.5341659492908
615.5308877001735
615.5336512873473
615.5322938032833
615.530461937111
615.531184695806
615.5334254137657
615.5285430692614
615.527318730717
615.4764497215566
615.4677397783247
615.4763898122864
615.4669717816087
615.4679108629906
