value_path_u01
866.0269833710497
869.775253151187
863.647665113385
867.5856228621983
868.5455465541223
867.5161183241381
776.5170204595762
791.9503424174378
772.509807416058
772.0248065181565
773.7613328359461
772.9450042463757
772.3430269296825
770.8766417091127
771.6942742901516
771.2913989965209
771.8246812709956
770.8472147988289
770.7318622742604
763.0187418913341
770.1890226628451
770.0064732442145
771.671943128483
770.4717872884657
770.5920523370552
770.8487957513047
775.4359715327975
772.3827463663025
771.2745426206576
770.5314918320641
769.8449310701207
770.0080801270134
771.0374913590924
772.2029476413321
771.7661129640786
769.9581988231193
771.1808930758659
771.1847653934816
770.8452777655508
775.0129948495772
771.1718032007527
770.708927218166
769.6505575803968
771.489253301011
775.0841214357952
770.9660679370267
770.8734181430245
771.072975386422
771.7212628570257
770.955892636961
771.4288914944973
771.1292269684549
771.0143145755455
769.2819833366436
769.8939667182183
770.5205063526508
770.5865354688558
771.6122226039852
770.3073638327382
762.2454979605257
771.9816567711939
768.8910437273577
770.3694649432833
770.7012176729344
769.5555031956742
770.228367440755
771.9087483799282
764.0326460627477
769.3805882774017
768.5972273370037
763.8709893705638
764.0210779136859
763.8594636405946
764.0837623469967
764.2766904025743
764.4360832106179
765.1965856454095
764.1268178878171
769.8454234963948
764.028272306353
774.0674306831448
764.1202890031478
773.9426559347708
763.8590760186995
763.9778472032388
763.9600435118692
766.5565589066691
765.0110377595647
873.938641893206
873.78024831202
766.5195823754229
764.0271756599175
765.0796728715507
765.1307432862612
765.6699502309275
764.010164506272
764.9841580903453
764.1141964351315
763.8313553222895
770.0391384786689
